id	title	name_src	type	aat_type	parent	close_match
02511	Caiza	alcedo	pueblo	towns	Chaco	
02512	Cajiari	alcedo	rio	rivers		
02513	Cajas	alcedo	pueblo	towns	Corregimiento de Xauxa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001159]
02514	Cajones	alcedo	pueblo	towns	Villalta	
02515	Cajubabas	alcedo	laguna	lagoons		
02516	Cal	alcedo	pueblo	towns	Nueva España	
02517	Calabozo	alcedo	pueblo	towns	Venezuela	
02518	Calabozo	alcedo	pueblo	towns	Santa Marta	
02519	Cala	alcedo	pueblo	towns	Perú	
02520	Cala	alcedo	pueblo	towns	Reyno de Quito	
02521	Calacoto	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000125]
02522	Calahuaxa	alcedo	pueblo	towns	Corregimiento de Guarochiri	
02523	Calajau	alcedo	rio	rivers	la Guayana	
02524	Calama	alcedo	pueblo	towns	Corregimiento de Atacama	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000469]
02525	Calamarca	alcedo	pueblo	towns	Corregimiento de Sicasica	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000134]
02526	Calamar	alcedo			Perú	
02527	Calambuco	alcedo	pueblo	towns	Corregimiento de Pasto	
02528	Calamuchita	alcedo	pueblo	towns	Tucuman	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000059]
02529	Calamuchita	alcedo	valle	valleys		
02530	Calandaima	alcedo	pueblo	towns	Mariquita	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000747]
02531	Calango	alcedo	pueblo	towns	Corregimiento de Cañete	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000702]
02532	Calapuja	alcedo	pueblo	towns	Corregimiento de Lampa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000551]
02533	Calauera	alcedo	ensenada	inlets		
02534	Calbamba	alcedo	rio	rivers	Guanuco	
02535	Calbuco	alcedo	ciudad	citys	Corregimiento de la Isla de Chiloe	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000405]
02536	Calca	alcedo	provincia	provinces	jurisdicción del Cuzco	
02537	Calcamaio	alcedo	rio	rivers	Perú	
02538	Calcauzo	alcedo	pueblo	towns	Corregimiento de Aimaraez	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000194]
02539	Calcahualco	alcedo	pueblo	towns	Córdoba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004171]
02540	Calcha	alcedo	pueblo	towns	Corregimiento de Chichas y Tarija	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000165]
02541	Calchaqui	alcedo	provincia	provinces	Buenos-Ayres	
02542	Calchaqui	alcedo	pueblo	towns	Tucuman	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000114]
02543	Calchaqui	alcedo	valle	valleys		
02544	Caldas	alcedo	pueblo	towns	Nuevo México	
02545	Caldera	alcedo	pueblo	towns	Corregimiento de Cuenca	
02546	Caldera	alcedo	rio	rivers	Nata	
02547	Caldera	alcedo	rio	rivers	Honduras	
02548	Caldera	alcedo	rio	rivers	Tucuman	
02549	Calderon	alcedo	pueblo	towns	Atacames	
02550	Caldeua	alcedo	pueblo	towns	Brazil	
02551	Caldono	alcedo	pueblo	towns	Popayan	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600509]
02552	Cales	alcedo	punta	capes	Corregimiento de Arica	
02553	Caleta	alcedo			Corregimiento de Santa	
02554	Calebassem	alcedo				
02555	Calemar	alcedo			Corregimiento de Caxamarquilla	
02556	Caleguala	alcedo	pueblo	towns	Tonalá	
02557	Cali	alcedo	ciudad	citys	Popayan	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600033]
02558	Calidonia	alcedo	puerto	ports	Reyno de Tierra-Firme	
02559	Calimaia	alcedo	pueblo	towns	Metepec	
02560	Calimaia	alcedo				
02561	California	alcedo	provincia	provinces	Nueva España	
02562	Calibio	alcedo	pueblo	towns	Popayan	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600590]
02563	Calima	alcedo	monte	mountains	Chocó	
02564	Caligasta	alcedo	pueblo	towns	Corregimiento de Quillota	
02565	Calla	alcedo	rio	rivers	Reyno de Chile	
02566	Calla	alcedo	pueblo	towns	Corregimiento de Collaguas	
02567	Callahuaia	alcedo	rio	rivers		
02568	Callao	alcedo	ciudad	citys		
02569	Callapa	alcedo	pueblo	towns	Corregimiento de Pacajes	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000122]
02570	Callapampa	alcedo	pueblo	towns	Corregimiento de Huarochiri	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000819]
02571	Laqui	alcedo	provincia	provinces	Reyno de Chile	
02572	Callaucuian	alcedo	laguna	lagoons	Perú	
02573	Calle	alcedo	pueblo	towns	Corregimiento de Paucartambo	
02574	Callejon	alcedo	pueblo	towns		
02575	Callenmarca	alcedo	pueblo	towns	Corregimiento de Angaraes	
02576	Calligue	alcedo	pueblo	towns	Partido y Corregimiento de Colchagua	
02577	Callisecas	alcedo	nacion	nations	Perú	
02578	Calliri	alcedo	pueblo	towns	Corregimiento de Cochabamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000230]
02579	Callo	alcedo	pueblo	towns		
02580	Callo	alcedo	puerto	ports	Guayaquil	
02581	Callua	alcedo	laguna	lagoons		
02582	Calmetitlan	alcedo	pueblo	towns	Chilapa	
02583	Calonge	alcedo	isla	islands	Perú	
02584	Caloto	alcedo	ciudad	citys	Popayan	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600051]
02585	Calpañapa	alcedo			Tlapa	
02586	Calputitlan	alcedo	pueblo	towns	Nueva España	
02587	Calputitlan	alcedo				
02588	Calpa	alcedo	pueblo	towns	la Atrisco	
02589	Calpa	alcedo	pueblo	towns	Corregimiento de Caxatambo	
02590	Calpi	alcedo	pueblo	towns	Corregimiento de Riobamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600248]
02591	Calpulalpa	alcedo	pueblo	towns	Ixtepexi	
02592	Calta	alcedo	punta	capes		
02593	Caltengo	alcedo	pueblo	towns	Cuernavaca	
02594	Caluario	alcedo	monte	mountains	la Guayana	
02595	Caluario	alcedo	rio	rivers	Venezuela	
02596	Calualchi	alcedo	punta	capes		
02597	Caluert	alcedo	condado	countys		
02598	Galuertouun	alcedo	ciudad	citys		
02599	Caluma	alcedo	rio	rivers	Reyno de Quito	
02600	Caluo	alcedo	puerto	ports	Brazil	
02601	Calzon	alcedo	isla	islands		
02602	Camagandi	alcedo	rio	rivers	Chocó	
02603	Camameu	alcedo	rio	rivers	Pais de las Amazonas	
02604	Camamu	alcedo	pueblo	towns	Brazil	
02605	Camamu	alcedo	sierra	mountain ranges		
02606	Camamu	alcedo				
02607	Camana	alcedo	provincia	provinces		
02608	Camana	alcedo				[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000055]
02609	Camanau	alcedo	rio	rivers		
02610	Camanestigouia	alcedo				
02611	Camanicop	alcedo	provincia	provinces	Venezuela	
02612	Camanti	alcedo	pueblo	towns	Corregimiento de Quispicanchi	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000337]
02613	Camanti	alcedo	cerro	mountains		
02614	Camapeta	alcedo	rio	rivers	Corregimiento de Pomabamba	
02615	Camapoa	alcedo	rio	rivers		
02616	Camara	alcedo	aldea	towns	Brazil	
02617	Camaragibi	alcedo	rio	rivers		
02618	Camaratuba	alcedo	rio	rivers		
02619	Camargo	alcedo	villa	towns	la Sierra Gorda	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004917]
02620	Camargos	alcedo	pueblo	towns	Brazil	
02621	Camari	alcedo	monte	mountains	la Guayana ó Nueva Andalucía	
02622	Camaron	alcedo	rio	rivers		
02623	Camaron	alcedo	cabo	capes	Honduras	
02624	Camarones	alcedo	bahia	bays		
02625	Camarones	alcedo	puerto	ports	Corregimiento de Arica	
02626	Camarones	alcedo	rio	rivers		
02627	Camata	alcedo	pueblo	towns	Tinguindin	
02628	Camata	alcedo	pueblo	towns	Corregimiento de Larecaxa	
02629	Camavos	alcedo	nación de indios	cultural groups		
02630	Cambai	alcedo	pueblo	towns	Xilotepec	
02631	Cambridge	alcedo	ciudad	citys		
02632	Cambarbala	alcedo	pueblo	towns	Corregimiento de Coquimbo	
02633	Cambas	alcedo	nación de indios	cultural groups		
02634	Camboia	alcedo	rio	rivers	Pais de las Amazonas	
02635	Cambo	alcedo	isla	islands		
02636	Cambuto	alcedo	pueblo	towns	Perú	
02637	Camille	alcedo	monte	mountains		
02638	Camina	alcedo	pueblo	towns	Corregimiento de Arica	[https://www.hgis-indias.net/dokuwiki/doku.php?id=3000131]
02639	Caminaca	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000189]
02640	Camindei	alcedo	rio	rivers		
02641	Caminos	alcedo	pueblo	towns	Tixtlan	
02642	Camisas	alcedo	pueblo	towns	Brazil	
02643	Camiseta	alcedo				
02644	Camitlipe	alcedo	pueblo	towns	Tlapa	
02645	Camoa	alcedo	pueblo	towns	Cinaloa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1003896]
02646	Camoaes	alcedo	rio	rivers		
02647	Camopi	alcedo	rio	rivers	Reyno de Tierra-Firme	
02648	Camorin	alcedo	isla	islands		
02649	Campana	alcedo	rio	rivers	Darien	
02650	Campana	alcedo	monte	mountains	Corregimiento de Truxillo	
02651	Campanario	alcedo			Cumaná	
02652	Campanero	alcedo	montaña	mountains		
02653	Campeche	alcedo	villa	towns	Yucatán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000226]
02654	Campeche	alcedo			Yucatán	
02655	Campin	alcedo	pueblo	towns	Yucatán	
02656	Campucho	alcedo	monte	mountains	Corregimiento de Arica	
02657	Camsaña	alcedo	pueblo	towns	Corregimiento de Arica	
02658	Camseau	alcedo	estrecho	straits		
02659	Camsuare	alcedo	provincia	provinces		
02660	Camu	alcedo	isla	islands		
02661	Camueip	alcedo	rio	rivers		
02662	Camui	alcedo	isla	islands		
02663	Camur	alcedo	rio	rivers	la Guayana ó Nueva Andalucía	
02664	Camuta	alcedo	villa	towns	Brazil	
02665	Cana	alcedo	pueblo	towns	Darien	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000198]
02666	Caña	alcedo	isla	islands		
02667	Caña	alcedo				
02668	Canaam	alcedo	pueblo	towns		
02669	Cañabe	alcedo	rio	rivers	Paraguay	
02670	Canabeki	alcedo	rio	rivers		
02671	Canada	alcedo	provincia	provinces	Nueva España	
02672	Canada	alcedo	pueblo	towns		
02673	Cañada	alcedo	villa	towns	Nuevo México	
02674	Cañada	alcedo	pueblo	towns		
02675	Cañada	alcedo	provincia	provinces	Buenos Ayres	
02676	Canadienesi	alcedo	rio	rivers		
02677	Canahoguep	alcedo	pais	countrys		
02678	Cananca	alcedo	pueblo	towns	Sonora	
02679	Cananea	alcedo	isla	islands		
02680	Canapote	alcedo	pueblo	towns	Cartagena	
02681	Canards	alcedo	rio	rivers		
02682	Canards	alcedo	pueblo	towns		
02683	Canards	alcedo	isla	islands		
02684	Canaria	alcedo	pueblo	towns	Corregimiento de Guamanga	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000424]
02685	Cañaris	alcedo	reyno	kingdoms	Reyno de Quito	
02686	Canas	alcedo	rio	rivers	Buenos Ayres	
02687	Cañas	alcedo	pueblo	towns	Valparaíso	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000708]
02688	Cañas	alcedo	rio	rivers	Tucumán	
02689	Cañas	alcedo	isla	islands		
02690	Can	alcedo	pueblo	towns		
02691	Canaxe	alcedo	rio	rivers		
02692	Cañazas	alcedo	rio	rivers	Panamá	
02693	Canauerales	alcedo	pueblo	towns	Corregimiento de Cuio	
02694	Cañaueiras	alcedo	punta	capes		
02695	Cancon	alcedo	pueblo	towns	Corregimiento de Quillota	
02696	Candelaria	alcedo	pueblo	towns	Corregimiento de Itata	
02697	Candelaria	alcedo	puerto	ports		
02698	Cañe	alcedo				
02699	Canelos	alcedo	reyno	kingdoms	Reyno de Quito	
02700	Canelones	alcedo	rio	rivers	Buenos Ayres	
02701	Canes	alcedo	provincia	provinces		
02702	Cañete	alcedo	provincia	provinces		
02703	Cañete	alcedo	rio	rivers		
02704	Cañete	alcedo	isla	islands		
02705	Cangrejillos	alcedo	puerto	ports	Tucuman	
02706	Cangrejo	alcedo	pueblo	towns		
02707	Cangrejos	alcedo	isla	islands		
02708	Cani	alcedo	pueblo	towns	Corregimiento de Huanuco	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001095]
02709	Canibales	alcedo	nación de indios	cultural groups		
02710	Canicuaris	alcedo	nación de indios	cultural groups		
02711	Canin	alcedo	pueblo	towns	Corregimiento de Chancay	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000787]
02712	Caniouis	alcedo	pueblo	towns	la Luisiana	
02713	Canis	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000973]
02714	Cannes	alcedo	isla	islands		
02715	Cannesis	alcedo	pueblo	towns	la Luisiana	
02716	Cano	alcedo	pueblo	towns	Corregimiento de Huanta	
02717	Canoa	alcedo	pueblo	towns	Esmeraldas	
02718	Canoa	alcedo	ensenada	inlets		
02719	Canocota	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000086]
02720	Canoe	alcedo	isla	islands		
02721	Cañogandi	alcedo	rio	rivers	Chocó	
02722	Canoma	alcedo	rio	rivers	Pais de las Amazonas	
02723	Canona	alcedo	laguna	lagoons	Pais de las Amazonas	
02724	Caños	alcedo	rio	rivers	Paraguay	
02725	Canot	alcedo	rio	rivers		
02727	Canots	alcedo	rio	rivers		
02728	Cansacoto	alcedo	pueblo	towns	Reyno de Quito	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600064]
02729	Canseau	alcedo	isla	islands		
02730	Canseau	alcedo	ciudad	citys		
02731	Canta	alcedo	provincia	provinces		
02732	Cantanabalo	alcedo	rio	rivers	San Juan de los Llanos	
02733	Canterburi	alcedo	fuerte	inhabited places		
02734	Cantla	alcedo	pueblo	towns		
02735	Canuto	alcedo	rio	rivers	Venezuela	
02736	Canuari	alcedo	rio	rivers	Buenos-Ayres	
02737	Canxa	alcedo	pueblo	towns		
02738	Canze	alcedo	rio	rivers		
02739	Cao	alcedo	pueblo	towns	Corregimiento de Truxillo	
02740	Cao	alcedo				
02741	Caobas	alcedo	isla	islands		
02742	Caora	alcedo	rio	rivers		
02743	Cap	alcedo	cabo	capes		
02744	Cap	alcedo	isla	islands		
02745	Capaca	alcedo	pueblo	towns	Culiacán	
02746	Capachica	alcedo	pueblo	towns	Corregimiento de Paucarcolla	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000210]
02747	Capachica	alcedo	estrecho	straits		
02748	Capacmarco	alcedo	pueblo	towns	Corregimiento de Chumbivilcas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000239]
02749	Capacho	alcedo	pueblo	towns	nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000565]
02750	Capaia	alcedo	pueblo	towns	Corregimiento de Aimaraez	
02751	Capaia	alcedo	pueblo	towns	Barcelona	
02752	Capaia	alcedo	rio	rivers		
02753	Capaian	alcedo	pueblo	towns	Tucumán	
02754	Capaire	alcedo	pueblo	towns	Venezuela	
02755	Capana	alcedo	rio	rivers	Pais de las Amazonas	
02756	Capanatoiaque	alcedo	pueblo	towns	Tlapa	
02757	Capanema	alcedo	pueblo	towns	Brazil	
02758	Capanema	alcedo	rio	rivers		
02759	Capanerealter	alcedo			Soconusco	
02760	Capae	alcedo	isla	islands	la Guayana	
02761	Caparrapi	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000477]
02762	Capatarida	alcedo	pueblo	towns	Maracaibo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000081]
02763	Capatarida	alcedo	rio	rivers		
02764	Capauilque	alcedo	pueblo	towns	Corregimiento de Yamparaes	
02765	Caperu	alcedo	rio	rivers	la Guayana	
02766	Capeti	alcedo	rio	rivers	Darien	
02767	Capi	alcedo	pueblo	towns	Corregimiento de Chilques y Masques	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000288]
02768	Capi	alcedo	rio	rivers		
02769	Capiata	alcedo	pueblo	towns	Paraguay	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000085]
02770	Capigui	alcedo	rio	rivers		
02771	Capilla	alcedo	pueblo	towns	Tucuman	
02772	Capilla	alcedo	provincia	provinces	Buenos Ayres	
02773	Capillas	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000641]
02774	Capillucas	alcedo	pueblo	towns	Corregimiento de Yauyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000919]
02775	Capinans	alcedo	pueblo	towns		
02776	Capiñata	alcedo	pueblo	towns	Corregimiento de Sicasica	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000444]
02777	Capinota	alcedo	pueblo	towns	Corregimiento de Cochabamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000084]
02778	Capira	alcedo	pueblo	towns	Nata	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000303]
02779	Pirato	alcedo	pueblo	towns	Cinaloa	
02780	Capitana	alcedo	punta	capes		
02781	Capitaine	alcedo				
02782	Capitanejo	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000513]
02783	Capitutu	alcedo	rio	rivers	Paraguay	
02784	Capiuari	alcedo	rio	rivers		
02785	Capiuari	alcedo	provincia	provinces	los Indios Chiquitos	
02786	Capiuari	alcedo	provincia	provinces	Paraguay	
02787	Capiuari	alcedo	capitania	political administrative bodies	Brazil	
02788	Caplira	alcedo	pueblo	towns	Corregimiento de Arica	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000030]
02789	Caplitoilgua	alcedo	isla	islands		
02790	Caplitoilgua	alcedo	ensenada	inlets		
02791	Capocui	alcedo	laguna	lagoons		
02792	Capolita	alcedo	rio	rivers	Nueva España	
02793	Capon	alcedo	rio	rivers	la Guayana	
02794	Capot	alcedo	isla	islands		
02795	Capot	alcedo	ensenada	inlets		
02796	Capotera	alcedo	rio	rivers		
02797	Capotiqui	alcedo	pueblo	towns	Corregimiento de Caxamarquilla	
02798	Capotillo	alcedo	isla	islands		
02799	Capucinsm	alcedo				
02800	Capucui	alcedo	pueblo	towns	Mainas	
02801	Capucui	alcedo	laguna	lagoons		
02802	Capue	alcedo	pueblo	towns		
02803	Capue	alcedo				
02804	Capui	alcedo	pueblo	towns	Paraguay	
02805	Capuio	alcedo	pueblo	towns	Valladolid	
02806	Capula	alcedo	pueblo	towns	Zultepec	
02807	Capulalpa	alcedo	pueblo	towns	Tezcoco	
02808	Capuluac	alcedo	pueblo	towns	Metepec	
02809	Capure	alcedo	rio	rivers		
02810	Capuxa	alcedo	pueblo	towns	Ixmiquilpán	
02811	Caqueta	alcedo	rio	rivers	Reyno de Quito	
02812	Caqueza	alcedo	pueblo	towns	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000059]
02813	Caquiauiri	alcedo	pueblo	towns	Perú	
02814	Caquingora	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000121]
02815	Cara	alcedo	reyno	kingdoms	Reyno de Quito	
02816	Cara	alcedo	pueblo	towns		
02817	Carabaia	alcedo	provincia	provinces		
02818	Carabaillor	alcedo	provincia	provinces	Corregimiento del Cercado	
02819	Carabaillor	alcedo	pueblo	towns		
02820	Carabana	alcedo	rio	rivers	la Guayana	
02821	Carabatang	alcedo	rio	rivers		
02822	Carabelas	alcedo	rio	rivers		
02823	Carabelas	alcedo			Isla de Cuba	
02824	Caraberes	alcedo				
02825	Carabuco	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000119]
02826	Carac	alcedo	pueblo	towns	Corregimiento de Canta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000742]
02827	Caracara	alcedo	provincia	provinces	Perú	
02828	Caracares	alcedo	laguna	lagoons	Paraguay	
02829	Caracas	alcedo	ciudad	citys	Reyno de Chile	
02830	Caracas	alcedo	isla	islands	Reyno de Tierra-Firme	
02831	Caracas	alcedo	puerto	ports	Venezuela	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000001]
02832	Carache	alcedo	pueblo	towns	Maracaibo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000648]
02833	Carachis	alcedo	pueblo	towns	Brazil	
02834	Caracoa	alcedo	pueblo	towns	Perú	
02835	Caracol	alcedo	puerto	ports	Panamá	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600093]
02836	Caracoli	alcedo	puerto	ports	Reyno de Tierra-Firme	
02837	Caracoli	alcedo	ensenada	inlets	Darien	
02838	Caracoli	alcedo	pueblo	towns	Cartagena	
02839	Caracollo	alcedo	pueblo	towns	Corregimiento de Oruro	[https://www.hgis-indias.net/dokuwiki/doku.php?id=10000187]
02840	Caracoto	alcedo	pueblo	towns	Corregimiento de Lampa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000217]
02841	Caracoto	alcedo	provincia	provinces	Corregimiento de Cicasica	
02842	Caragaias	alcedo			Isla de Cuba	
02843	Caraguatai	alcedo	rio	rivers	Buenos-Ayres	
02844	Caraguet	alcedo	rio	rivers		
02845	Carahuacra	alcedo	pueblo	towns	Corregimiento de Huarochiri	[https://www.hgis-indias.net/dokuwiki/doku.php?id=10000211]
02846	Caraibamba	alcedo	pueblo	towns	Perú	
02847	Caraima	alcedo	pueblo	towns	Corregimiento de Quillota	
02848	Caraimilla	alcedo	pueblo	towns		
02849	Carama	alcedo	pueblo	towns	Antioquía	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000569]
02850	Caramanta	alcedo	ciudad	citys	Antioquía	
02851	Caramatiba	alcedo	pueblo	towns	Brazil	
02852	Carambaba	alcedo	pueblo	towns	Brazil	
02853	Carampanguer	alcedo			Corregimiento de Quillota	
02854	Carampoma	alcedo	pueblo	towns	Corregimiento de Huarochiri	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000808]
02855	Carandaiti	alcedo	rio	rivers	Paraguay	
02856	Carangas	alcedo	provincia	provinces		
02857	Carangas	alcedo				
02858	Carangues	alcedo	nación de indios	cultural groups	Reyno de Quito	
02859	Carangues	alcedo				
02860	Carania	alcedo	pueblo	towns	Corregimiento de Yauyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000920]
02861	Caranque	alcedo	provincia	provinces	Reyno de Quito	
02862	Carap	alcedo	rio	rivers	la Guayana	
02863	Carapaicura	alcedo	rio	rivers	Cumaná	
02864	Carapanatuba	alcedo	rio	rivers		
02865	Carapato	alcedo	rio	rivers	Corregimiento de Cicasica	
02866	Carapo	alcedo	pueblo	towns	Guayana	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000305]
02867	Carapo	alcedo	rio	rivers	San Juan de los Llanos	
02868	Carapu	alcedo	rio	rivers	la Guayana	
02869	Carapucho	alcedo	monte	mountains	Corregimiento de Carangas	
02870	Caraques	alcedo	bahia	bays	Guayaquil	
02871	Caraquet	alcedo	isla	islands		
02872	Carara	alcedo	rio	rivers		
02873	Carare	alcedo	rio	rivers	nuevo Reyno de Granada	
02874	Carari	alcedo	estrecho	straits		
02875	Caras	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001001]
02876	Carasa	alcedo	pueblo	towns	Corregimiento de Cochabamba	
02877	Carasani	alcedo	pueblo	towns	Corregimiento de Larecaja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000415]
02878	Carate	alcedo	isla	islands		
02879	Carates	alcedo	rio	rivers	Maracaibo	
02880	Carauelas	alcedo			Isla de Cuba	
02881	Carauele	alcedo	punta	capes		
02882	Carauele	alcedo	isla	islands		
02883	Carauellesr	alcedo	capitania	political administrative bodies	Brazil	
02884	Caraueli	alcedo	pueblo	towns	Corregimiento de Camaná	
02885	Caraz	alcedo	pueblo	towns	Corregimiento de Huailas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001101]
02886	Carbet	alcedo	isla	islands		
02887	Carbet	alcedo	montaña	mountains		
02889	Carbet	alcedo	lago	lakes		
02891	Carbon	alcedo	isla	islands	Buenos Ayres	
02892	Carbon	alcedo	pueblo	towns	Corregimiento de Puchacay	
02893	Carboniere	alcedo	isla	islands		
02894	Carcai	alcedo	pueblo	towns	Corregimiento de Lucanas	
02895	Carcarañal	alcedo	rio	rivers	Buenos Ayres	
02896	Carchipor	alcedo	rio	rivers	Reyno de Tierra-Firme	
02897	Carcazi	alcedo	pueblo	towns	Gobierno y jurisdicción de Pamplona	
02898	Cardenales	alcedo				
02899	Cardin	alcedo	pueblo	towns	Venezuela	
02900	Cardoso	alcedo	pueblo	towns	Brazil	
02901	Carehaneu	alcedo	rio	rivers		
02902	Caren	alcedo	valle	valleys	Reyno de Chile	
02903	Carenero	alcedo	ensenada	inlets	Reyno de Tierra-Firme	
02904	Caret	alcedo	ensenada	inlets		
02905	Careti	alcedo	rio	rivers	Darien	
